product_id,product_name,category,brand,cost_price,competitor_price,our_historical_price,discount_pct,rating,page_views,conversion_rate,units_sold_last_30d,forecast_demand,inventory_on_hand,shipping_cost,optimal_price
PROD0971,Product 971,Home,BrandC,1307.03,1824.7,1853.09,14.81,5.0,8869.0,0.0315,270,284.79,452.0,48.095,1717.43
PROD0090,Product 90,Toys,BrandD,457.77,582.57,610.92,3.56,5.0,7054.0,0.0836,0,515.02,593.0,23.05,613.54
PROD0181,Product 181,Electronics,BrandB,3530.13,4984.99,4760.77,1.82,2.7,2400.0,0.0495,108,0.0,270.0,169.81,4297.81
PROD0363,Product 363,Home,BrandB,1106.8,1435.94,1460.74,8.43,3.5,4629.0,0.0467,0,226.11,452.0,54.38,1355.71
PROD0274,Product 274,Fashion,BrandB,719.41,1063.6,1100.28,5.6,4.1,5074.5,0.0156,98,101.79,182.0,32.11,1015.33
PROD0752,Product 752,Sports,BrandA,954.645,1537.42,1539.4,17.83,3.5,5604.0,0.0654,341,337.08,604.0,57.41,1441.59
PROD0962,Product 962,Home,BrandA,1729.44,2193.17,2278.33,13.295,2.51468915364263,5074.5,0.0911,199,0.0,463.0,75.13,2135.72
PROD0069,Product 69,Electronics,BrandB,954.645,2757.0,2783.21,1.29,4.929790478452156,5074.5,0.0762,287,264.42,171.0,117.65,3254.98
PROD0291,Product 291,Fashion,BrandE,872.2,1102.2,1060.54,17.53,1.666709099499155,4172.0,0.0306,108,97.8,170.0,48.96,1064.05
PROD0131,Product 131,Fashion,BrandE,922.42,1234.35,1276.56,18.21,4.5,1856.0,0.1269,239,262.17,452.0,37.69,1150.58
PROD0300,Product 300,Books,BrandD,465.16,649.17,670.75,24.39,3.4,5074.5,0.0782,41,44.55,68.0,21.14,623.89
PROD0712,Product 712,Sports,BrandB,1180.41,1656.28,1718.31,18.73,4.628615493594408,3375.0,0.0458,140,140.32,193.0,59.31,1598.91
PROD0326,Product 326,Electronics,BrandC,2188.6,2778.04,2888.44,6.4,2.229870741047805,8605.0,0.0654,562,581.66,568.0,120.72,2922.7
PROD0144,Product 144,Fashion,BrandA,954.645,1324.98,1328.08,2.87,4.3,769.0,0.1077,89,89.77,59.0,47.61,1528.08
PROD0963,Product 963,Toys,BrandC,954.645,689.29,674.15,11.895,3.6,7553.0,0.0356,286,290.64,453.0,26.18,671.54
PROD0886,Product 886,Sports,BrandA,1331.58,1973.68,2005.94,21.78,3.6,6041.0,0.6165262528851643,640,644.55,619.0,73.07,2014.36
PROD0135,Product 135,Sports,BrandB,1478.06,2036.64,2014.55,10.32,2.8,7962.0,0.1305,869,884.33,1292.0,78.11,1845.8
PROD0996,Product 996,Home,BrandB,954.645,1580.81,1589.97,4.62,4.3,3645.0,0.0836,536,489.93,1205.0,66.55,1429.44
PROD0722,Product 722,Home,BrandD,1619.73,2224.67,2171.11,13.295,4.8,4219.0,0.1109,377,385.9,241.0,68.28,2548.33
PROD0164,Product 164,Sports,BrandC,954.645,1672.42,1708.21,15.2,4.7,9555.0,0.0583,628,565.4,1002.0,46.6,1664.86
PROD0028,Product 28,Toys,BrandE,505.89,710.25,727.29,11.895,4.5,5015.0,0.01,47,318.64,31.0,20.78,813.99
PROD0679,Product 679,Home,BrandE,1930.97,2827.09,2764.87,2.65,3.7,6180.0,0.0549,380,410.34,717.0,48.095,2761.16
PROD0193,Product 193,Electronics,BrandE,2816.41,3635.63,3477.73,5.71,3.9,7499.0,0.0143,105,95.71,231.0,165.76,3255.17
PROD0902,Product 902,Electronics,BrandC,3186.56,4679.96,4851.36,22.26,3.3,9102.0,0.0416,400,366.54,282.0,137.38,4968.95
PROD0813,Product 813,Fashion,BrandD,924.06,1211.94,1180.93,18.23,5.0,3559.0,0.078,324,352.06,346.0,51.71,1340.24
PROD0433,Product 433,Books,BrandA,298.94,375.92,374.96,12.934999999999999,4.4,5885.0,0.01,65,62.93,132.0,48.095,355.11
PROD0987,Product 987,Sports,BrandE,1534.72,2109.34,2195.54,20.21,4.0,8002.0,0.4888911097729371,687,318.64,701.0,70.34,2115.26
PROD0169,Product 169,Electronics,BrandD,2807.35,3811.67,3816.12,4.14,3.7,7642.0,0.0852,767,742.42,1139.0,133.57,3733.48
PROD0541,Product 541,Electronics,BrandE,2909.28,3655.77,3658.66,13.21,4.5,6671.0,0.1118,630,0.0,987.0,168.39,3725.9
PROD0140,Product 140,Fashion,BrandD,583.92,859.05,894.22,14.62,3.6,4048.0,0.0662,313,311.25,163.0,26.66,975.65
PROD0173,Product 173,Home,BrandC,1322.1,1689.38,1637.79,1.44,3.6164886303201222,9667.0,0.0454,448,434.32,721.0,56.56,1571.28
PROD0006,Product 6,Toys,BrandE,682.66,949.76,986.54,11.81,4.3,7631.0,0.0542,423,445.92,663.0,34.44,970.2
PROD0820,Product 820,Fashion,BrandE,954.645,1242.43,1190.4,15.68,5.0,417.0,0.0324,11,11.41,10.0,55.85,1349.84
PROD0535,Product 535,Toys,BrandA,598.98,838.71,797.84,21.79,2.4,1468.0,0.053,75,318.64,97.0,32.09,783.01
PROD0855,Product 855,Home,BrandE,1799.0,2615.58,2662.26,23.85,4.7,9681.0,0.0809,892,858.06,765.0,91.68,2934.69
PROD0073,Product 73,Electronics,BrandC,3109.22,1325.755,4340.7,13.29,2.3,5767.0,0.0286,0,186.42,339.0,170.25,3785.27
PROD0737,Product 737,Sports,BrandC,1313.45,1924.12,1938.94,8.85,4.4,5487.0,0.1038,490,465.6,452.0,73.71,1793.12
PROD0527,Product 527,Fashion,BrandA,911.21,1135.59,1175.97,82.9483450539883,4.3,5239.0,0.0542,261,256.96,281.0,41.24,1162.46
PROD0238,Product 238,Electronics,BrandC,2879.69,4124.56,4269.98,13.54,3.4,4208.0,0.0836,559,546.28,916.0,125.86,3966.98
PROD0145,Product 145,Books,BrandE,506.97,737.63,750.1,12.934999999999999,5.0,5499.0,0.0386,175,175.44,370.0,24.94,690.51
PROD0852,Product 852,Toys,BrandD,728.37,1031.77,1071.38,15.39,4.1,2504.0,0.0563,154,159.74,181.0,31.71,1076.19
PROD0234,Product 234,Toys,BrandE,486.04,707.91,734.99,11.66,3.9,5074.5,0.0521,486,457.18,289.0,48.095,799.42
PROD0220,Product 220,Electronics,BrandD,2818.26,4091.95,3964.5,16.81,4.0,1016.0,0.073,81,87.72,119.0,127.31,4238.57
PROD0711,Product 711,Books,BrandE,954.645,386.5,391.8,5.86,5.0,6900.0,0.1196,916,881.44,1441.0,16.99,408.64
PROD0132,Product 132,Books,BrandE,454.24,656.52,637.71,12.65,4.4,5468.0,0.1089,617,618.03,676.0,23.3,704.89
PROD0921,Product 921,Sports,BrandD,1153.21,1599.47,1626.07,13.66,4.5,8057.0,0.0498,409,408.06,297.0,48.06,1807.67
PROD0906,Product 906,Toys,BrandE,730.43,911.42,909.95,11.895,4.9,3862.0,0.1634,0,745.08,1447.0,31.42,944.82
PROD0707,Product 707,Fashion,BrandA,869.0,1130.16,1077.55,14.62,3.4,7150.0,0.1056,779,727.88,744.0,43.39,1142.22
PROD0422,Product 422,Fashion,BrandC,905.26,1254.36,1201.88,5.44,4.6,4685.0,0.0593,276,300.01,532.0,52.48,1260.09
PROD0185,Product 185,Books,BrandD,304.45,398.25,389.1,21.07,2.537276741661741,8929.0,0.0249130413986147,464,502.04,629.0,18.05,419.79
PROD0041,Product 41,Fashion,BrandD,894.87,1287.66,1282.43,21.05,4.1,3539.0,0.0607,189,192.01,227.0,45.41,1310.4
PROD0767,Product 767,Home,BrandB,1198.99,1701.85,1706.01,13.295,3.7,6078.0,0.0819,427,318.64,1001.0,59.52,1541.72
PROD0108,Product 108,Fashion,BrandD,954.645,1193.87,1250.78,20.58,3.2,5074.5,0.0825,795,744.85,812.0,50.53,1185.63
PROD0635,Product 635,Electronics,BrandD,2893.38,4335.34,4300.69,15.2,3.9,2463.0,0.956895785853828,0,123.64,452.0,157.61,4188.23
PROD0056,Product 56,Fashion,BrandC,954.645,871.76,872.28,15.29,4.1,6996.0,0.109,891,927.93,747.0,32.65,990.17
PROD0482,Product 482,Fashion,BrandD,878.94,1241.62,1201.63,22.21,3.1,7666.0,0.0727,621,638.3,1408.0,48.095,1138.64
PROD0753,Product 753,Sports,BrandD,1001.21,1484.17,1498.89,24.8,4.2,4510.0,0.0836,0,460.54,269.0,51.54,1768.06
PROD0793,Product 793,Toys,BrandA,557.12,742.08,739.87,19.24,4.2,6917.0,0.0659,499,522.4,452.0,24.64,769.36
PROD0468,Product 468,Toys,BrandD,739.78,989.81,1000.4,4.71,4.0,952.0,0.0836,9,9.01,7.0,36.13,1069.18
PROD0926,Product 926,Sports,BrandA,954.645,1679.45,1614.03,20.74,4.5,1973.0,0.0836,307,278.22,205.0,48.095,1882.8
PROD0435,Product 435,Books,BrandD,288.44,374.09,375.74,13.79,3.4,9658.0,0.01,91,86.6,85.0,14.18,381.26
PROD0024,Product 24,Home,BrandE,1158.15,1508.56,1446.98,2.35,4.6,3528.0,0.104,361,318.64,221.0,68.31,1788.67
PROD0549,Product 549,Electronics,BrandA,3308.2,4001.05,4091.67,20.89,5.0,1828.0,0.0613,104,0.0,452.0,166.24,3833.99
PROD0586,Product 586,Electronics,BrandC,2224.18,3333.47,3263.07,3.73,2.2,8746.0,0.0934,782,756.2,691.0,105.77,3195.09
PROD0667,Product 667,Books,BrandB,398.45,583.41,577.41,6.72,5.0,5594.0,0.0425,276,281.64,418.0,22.2,638.66
PROD0905,Product 905,Fashion,BrandB,677.46,986.78,994.96,1.74,2.7,5074.5,0.0814,360,318.64,530.0,34.35,975.03
PROD0997,Product 997,Home,BrandA,1307.33,1928.54,1982.73,6.08,3.9,6553.0,0.0986,709,641.35,1550.0,61.3,1705.16
PROD0338,Product 338,Books,BrandB,332.71,399.28,415.85,21.1,3.4,1291.0,0.8931545957041112,107,111.79,263.0,16.17,360.41
PROD0051,Product 51,Toys,BrandD,767.41,949.51,971.43,23.46,4.4,8434.0,0.1432,1033,1094.0,988.0,33.21,1006.91
PROD0383,Product 383,Fashion,BrandB,954.645,1454.18,1384.97,14.62,4.9,2210.0,0.1132,286,312.07,303.0,48.095,1632.38
PROD0861,Product 861,Sports,BrandD,1452.79,1986.2,1927.97,14.045000000000002,4.8,4587.0,0.0634,317,291.36,376.0,86.68,2128.45
PROD0989,Product 989,Fashion,BrandD,628.45,789.45,820.36,14.62,4.1,5074.5,0.1339,806,794.95,581.0,26.43,891.91
PROD0682,Product 682,Sports,BrandB,1302.46,1670.83,1623.62,6.35,4.4,8339.0,0.0796,606,589.44,452.0,77.6,1662.35
PROD0995,Product 995,Home,BrandB,1257.74,1829.53,1763.52,13.295,3.9,7491.0,0.12,1008,1055.68,2481.0,61.55,1678.58
PROD0264,Product 264,Sports,BrandD,1092.3,1609.91,1584.12,26.728470917739187,4.4,3534.0,0.0836,543,574.98,607.0,46.8,1705.9
PROD0708,Product 708,Home,BrandA,1710.96,2348.08,2423.75,14.07,2.7589279443599435,5074.5,0.5858432901124229,341,344.58,320.0,75.29,2422.02
PROD0765,Product 765,Home,BrandE,1778.53,2650.64,2644.78,18.18,3.1,4486.0,0.0612,238,260.95,180.0,92.1,2819.77
PROD0736,Product 736,Home,BrandD,1482.21,2056.01,2123.9,9.01,2.5,3809.0,0.0207,92,318.64,70.0,48.095,2183.25
PROD0444,Product 444,Electronics,BrandB,3615.95,4566.19,4371.0,17.58,4.521267572562457,6537.0,0.073,399,434.74,442.0,169.02,4837.82
PROD0558,Product 558,Toys,BrandC,726.87,981.35,998.9,9.8,4.5,2113.0,0.0863,156,167.1,452.0,31.79,944.81
PROD0176,Product 176,Fashion,BrandD,792.04,1155.63,1165.88,58.135181770313366,3.48029067576671,7641.0,0.0538,392,392.88,583.0,48.095,1123.55
PROD0018,Product 18,Sports,BrandA,954.645,1155.11,1119.41,6.71,2.1,4007.0,0.0693,315,342.09,219.0,39.51,1234.67
PROD0979,Product 979,Books,BrandB,323.04,443.21,464.65,7.27,4.0,494.0,0.1382,75,70.03,123.0,13.48,438.97
PROD0538,Product 538,Fashion,BrandB,953.88,1226.28,1194.3,19.67,3.9,5107.0,0.0586,306,319.99,387.0,49.84,1270.35
PROD0613,Product 613,Toys,BrandA,568.75,751.71,765.21,1.68,5.0,8299.0,0.0994,715,318.64,1398.0,32.78,752.12
PROD0590,Product 590,Sports,BrandB,843.83,1095.64,1113.21,14.045000000000002,5.0,3663.0,0.3286463351637654,237,215.22,275.0,47.1,1180.28
PROD0367,Product 367,Electronics,BrandB,3743.04,5177.03,5201.06,6.24,4.7,5636.0,0.0836,359,330.25,175.0,221.86,6057.72
PROD0083,Product 83,Fashion,BrandD,564.35,815.83,785.52,7.08,4.0,8417.0,0.0668,538,503.51,1010.0,31.48,747.31
PROD0061,Product 61,Fashion,BrandC,634.52,796.05,824.85,23.65,1.4737904200751042,5074.5,0.0489,304,275.14,223.0,48.095,810.14
PROD0514,Product 514,Fashion,BrandD,629.57,803.6,836.91,2.83,4.6,5074.5,0.1118,1048,998.33,452.0,31.04,883.1
PROD0272,Product 272,Electronics,BrandA,2348.19,3303.04,3434.41,50.61214903948131,3.694635819780337,612.0,0.0968,60,55.87,121.0,110.76,3036.33
PROD0285,Product 285,Books,BrandE,954.645,576.28,556.06,6.7,3.1,5074.5,0.0836,56,50.79,65.0,24.95,534.51
PROD0360,Product 360,Home,BrandC,954.645,1806.37,1747.59,17.69,4.5,5868.0,0.092,458,423.32,822.0,64.82,1687.02
PROD0354,Product 354,Toys,BrandA,954.645,579.01,589.07,11.26,3.4,6383.0,0.1317,735,771.66,1228.0,19.33,544.47
PROD0951,Product 951,Electronics,BrandB,3058.53,3775.06,3793.66,0.03,4.236641252446868,9715.0,0.0836,557,540.25,370.0,48.095,4026.35
PROD0278,Product 278,Fashion,BrandE,767.02,1007.65,1049.47,6.28,4.0,5189.0,0.4230897060170668,616,625.0,719.0,31.28,1020.39
PROD0368,Product 368,Toys,BrandD,448.7,630.39,657.66,14.39,4.2,7686.0,0.0396,292,314.18,564.0,26.02,620.52
PROD0664,Product 664,Home,BrandA,954.645,1641.91,1686.61,10.87,3.2,5074.5,0.0589,504,510.71,452.0,59.64,1435.32
PROD0618,Product 618,Sports,BrandA,1549.97,2155.9,2227.93,19.99,3.0,4361.0,0.0476,205,194.34,444.0,78.82,1896.97
PROD0456,Product 456,Electronics,BrandD,3748.68,5190.56,5031.05,15.16,4.2,7209.0,0.1602,1192,1298.75,788.0,157.91,5975.81
PROD0393,Product 393,Books,BrandA,305.06,418.14,419.46,11.45,3.0,5736.0,0.01,45,42.85,452.0,48.095,376.22
PROD0684,Product 684,Toys,BrandB,435.87,574.57,569.76,95.57733311847608,3.2,3168.0,0.7317404996418935,485,460.6,822.0,19.83,543.95
PROD0723,Product 723,Sports,BrandD,1190.5,1778.1,1860.86,10.41,3.3,2760.0,0.0372,103,105.2,155.0,57.33,1704.05
PROD0375,Product 375,Electronics,BrandD,3008.35,3616.65,3685.99,16.53,2.321271314088773,9792.0,0.0645,611,611.24,1417.0,163.49,3320.05
PROD0412,Product 412,Home,BrandC,954.645,2457.69,2489.79,10.75,2.5,7645.0,0.0561,503,547.34,464.0,107.47,2601.4
PROD0074,Product 74,Books,BrandB,490.4,649.9,647.43,12.934999999999999,4.5,793.0,0.0731,46,41.88,28.0,19.98,714.5
PROD0500,Product 500,Toys,BrandE,760.89,968.01,942.84,2.08,4.1,6703.0,0.1091,852,825.69,1439.0,31.03,951.95
PROD0604,Product 604,Fashion,BrandD,688.8,970.79,922.41,21.79,3.779835396544408,1999.0,0.0762,142,148.47,272.0,28.54,843.59
PROD0114,Product 114,Sports,BrandB,1101.32,1650.49,1641.63,8.34,3.3,9620.0,0.0865,876,920.65,774.0,53.07,1754.32
PROD0417,Product 417,Toys,BrandE,580.52,820.03,839.04,4.35,2.6165648619255397,799.0,0.0248,0,18.13,45.0,28.73,774.35
PROD0089,Product 89,Sports,BrandE,1033.68,1487.74,1459.52,0.9796888819412112,3.6,6040.0,0.01,55,318.64,126.0,57.47,1317.24
PROD0990,Product 990,Electronics,BrandC,2330.64,3154.83,3085.13,4.03,3.2,7019.0,0.0716,494,497.08,394.0,99.74,3317.87
PROD0932,Product 932,Fashion,BrandB,649.28,828.76,812.6,9.0,3.3,519.0,0.073,40,40.3,55.0,34.21,828.23
PROD0874,Product 874,Electronics,BrandD,2940.09,3616.56,3557.29,77.69243188673902,2.6046493517630607,2644.0,0.01,30,29.13,27.0,127.94,3568.77
PROD0660,Product 660,Books,BrandB,448.2,662.45,654.2,6.04,5.0,137.0,0.2426223987799993,13,13.25,15.0,21.97,716.48
PROD0011,Product 11,Electronics,BrandA,2531.21,3147.48,3144.16,24.64,5.0,7640.0,0.034,232,242.59,452.0,133.26,3306.79
PROD0396,Product 396,Books,BrandB,433.35,530.61,527.16,7.32,3.1,6947.0,0.0854,663,618.36,438.0,18.6,577.23
PROD0575,Product 575,Sports,BrandB,1112.31,1599.69,1659.58,21.28,3.4,5074.5,0.1151,949,864.11,1221.0,65.45,1571.3
PROD0042,Product 42,Home,BrandD,954.645,1582.29,1645.07,11.85,3.2,2003.0,0.1002,163,152.21,160.0,52.84,1508.17
PROD0167,Product 167,Electronics,BrandD,2631.07,3540.9,3568.23,1.09,4.673663579363009,3497.0,0.0389,148,152.51,334.0,141.68,3347.37
PROD0416,Product 416,Fashion,BrandC,862.25,1142.35,1104.26,24.65,3.5,793.0,0.1133,73,67.46,112.0,50.51,1056.4
PROD0967,Product 967,Toys,BrandA,617.88,828.02,863.45,6.43,3.5,5074.5,0.0172,36,38.57,62.0,35.36,796.22
PROD0426,Product 426,Fashion,BrandE,954.645,914.87,925.51,1.12,1.6088733933640855,3750.0,0.0836,491,521.53,452.0,37.53,898.24
PROD0544,Product 544,Books,BrandC,335.52,476.58,467.27,4.4,3.5,5074.5,0.1212,1260,318.64,2753.0,19.33,456.32
PROD0948,Product 948,Toys,BrandE,481.12,661.17,660.09,18.22,2.4,3005.0,0.0517,137,130.58,90.0,22.58,654.12
PROD0337,Product 337,Electronics,BrandC,2924.45,3734.51,3828.66,12.82,4.7,9957.0,0.0131,127,137.69,163.0,120.18,3964.54
PROD0904,Product 904,Home,BrandD,1198.37,1500.58,1552.01,7.11,4.4,9772.0,0.1481,1316,1226.08,740.0,53.71,1708.07
PROD0661,Product 661,Toys,BrandE,648.43,881.75,872.27,7.28,3.8,5064.0,0.1317,672,665.06,673.0,27.5,902.73
PROD0257,Product 257,Toys,BrandC,758.0,1112.9,1094.81,18.24,2.5,9886.0,0.1134,908,863.08,1329.0,38.23,995.58
PROD0335,Product 335,Books,BrandA,311.75,465.53,469.37,12.934999999999999,3.9,5074.5,0.0852,50,50.28,42.0,13.51,495.21
PROD0015,Product 15,Toys,BrandD,554.02,821.08,859.97,7.1,3.9,4539.0,0.01,54,50.5,27.0,27.63,939.28
PROD0678,Product 678,Sports,BrandA,1161.55,1553.34,1515.85,17.89,3.2,8369.0,0.1194,925,966.64,717.0,50.38,1631.88
PROD0324,Product 324,Books,BrandB,296.17,429.29,415.44,13.157605161717328,4.6,5831.0,0.1179,554,538.53,920.0,14.14,422.86
PROD0817,Product 817,Home,BrandA,1388.14,1981.37,1987.36,17.6,5.0,3713.0,0.0846,263,272.14,140.0,68.72,2314.18
PROD0222,Product 222,Electronics,BrandE,2238.86,3298.63,3250.75,47.60251707617656,4.4,5988.0,0.026,147,142.09,322.0,106.72,3039.48
PROD0179,Product 179,Fashion,BrandA,603.11,724.15,691.14,8.54,3.5,156.0,0.0876,16,17.03,452.0,34.79,690.25
PROD0099,Product 99,Sports,BrandD,866.4,1231.09,1251.26,11.87,4.3,5074.5,0.0972,657,618.35,447.0,39.33,1375.67
PROD0521,Product 521,Sports,BrandD,1219.8,1765.6,1828.56,14.045000000000002,3.78349842205366,3476.0,0.1049,432,436.1,274.0,64.47,2062.93
PROD0022,Product 22,Sports,BrandE,1538.07,2175.41,2075.57,9.97,5.0,2583.0,0.0626,0,129.18,175.0,82.7,2199.41
PROD0356,Product 356,Fashion,BrandE,658.87,790.83,754.39,14.62,4.6,8407.0,0.0325,278,258.71,506.0,34.26,773.71
PROD0720,Product 720,Sports,BrandC,1549.35,2235.67,2226.77,22.59,4.6,4823.0,0.01,47,49.59,452.0,71.79,2263.76
PROD0927,Product 927,Fashion,BrandD,954.645,1288.02,1352.19,0.09,3.7,7332.0,0.0201,154,145.92,219.0,57.86,1278.22
PROD0757,Product 757,Sports,BrandE,1035.51,1382.18,1403.3,21.4,3.3,3850.0,0.5829519495381353,252,227.3,421.0,51.3,1274.43
PROD0340,Product 340,Toys,BrandC,431.42,586.94,559.81,20.2,4.5,2866.0,0.5049857837109688,31,33.4,43.0,24.7,621.48
PROD0431,Product 431,Electronics,BrandB,3304.68,4773.62,4659.38,7.42,4.1,882.0,0.0872,75,69.03,36.0,172.91,5528.78
PROD0595,Product 595,Sports,BrandA,984.82,1234.56,1214.53,10.46,1.4,2779.0,0.1278,288,294.05,379.0,45.28,1099.2
PROD0898,Product 898,Books,BrandC,307.53,460.52,451.43,15.87,5.0,3008.0,0.0959,317,309.55,409.0,16.44,501.3
PROD0203,Product 203,Fashion,BrandA,644.11,940.42,919.96,23.76,2.8,5842.0,0.1593,937,985.49,1049.0,30.31,946.27
PROD0760,Product 760,Books,BrandE,373.49,505.48,527.17,21.86,3.9,3640.0,0.0718,239,244.49,563.0,22.13,456.99
PROD0093,Product 93,Fashion,BrandD,579.56,723.99,719.54,18.12,5.0,4844.0,0.123,623,601.7,866.0,31.81,773.87
PROD0602,Product 602,Toys,BrandC,519.16,748.72,738.76,7.93,4.1,3628.0,0.0871,357,382.05,514.0,21.46,772.21
PROD0284,Product 284,Toys,BrandE,645.52,830.27,811.99,8.3,4.7,7614.0,0.0948,787,784.54,1480.0,32.96,821.29
PROD0865,Product 865,Books,BrandA,432.21,618.81,607.97,18.51,3.7,3464.0,0.1159,465,423.13,507.0,18.31,620.65
PROD0434,Product 434,Fashion,BrandA,719.98,970.23,977.3,14.62,3.9,3407.0,0.0836,396,375.32,900.0,33.19,836.68
PROD0153,Product 153,Electronics,BrandD,3551.15,5160.26,5033.3,0.78,3.6,3217.0,0.1794638783164339,236,0.0,204.0,48.095,5457.96
PROD0788,Product 788,Sports,BrandB,1326.54,1973.99,1925.36,21.87,4.2,9319.0,0.1022,913,995.72,1897.0,54.18,1945.2
PROD0580,Product 580,Sports,BrandA,874.14,1259.07,1272.21,4.96,5.0,7727.0,0.0785,606,318.64,1425.0,46.56,1173.38
PROD0446,Product 446,Sports,BrandE,927.39,1387.17,1426.1,40.02510378176362,4.7,5585.0,0.0863,419,408.84,452.0,49.04,1302.55
PROD0188,Product 188,Electronics,BrandE,2849.71,4122.54,4266.97,5.3,3.7,8813.0,0.1642,1282,1327.59,2277.0,130.82,3856.72
PROD0271,Product 271,Books,BrandC,459.56,628.85,612.89,10.59,3.4,1528.0,0.4608906534243985,142,128.57,198.0,20.39,598.22
PROD0236,Product 236,Home,BrandD,1467.81,2079.63,2112.23,13.295,5.0,152.0,0.1644,28,29.53,47.0,60.66,2113.49
PROD0487,Product 487,Sports,BrandB,1102.96,1500.72,1544.0,20.45,4.084687364874556,1087.0,0.0903,80,318.64,174.0,55.34,1280.5
PROD0559,Product 559,Books,BrandA,440.93,571.23,564.44,24.77,4.0,8459.0,0.0139,105,103.22,178.0,21.88,546.54
PROD0117,Product 117,Toys,BrandC,703.06,964.86,971.29,9.78,2.0,5443.0,0.4595102540223637,0,480.18,751.0,38.27,863.12
PROD0880,Product 880,Sports,BrandA,1144.47,1603.22,1525.81,20.5,3.5,222.0,0.01,2,1.98,4.0,66.24,1520.94
PROD0512,Product 512,Toys,BrandD,731.23,987.07,981.0,15.28,3.2,7586.0,0.0929,641,692.92,1479.0,34.31,894.33
PROD0597,Product 597,Toys,BrandE,709.11,942.79,969.73,11.56,4.0,4679.0,0.1083,564,600.27,965.0,30.91,953.46
PROD0643,Product 643,Electronics,BrandD,954.645,4335.61,4382.3,9.85,3.4,6969.0,0.059,434,450.26,560.0,139.78,4422.61
PROD0126,Product 126,Toys,BrandA,641.02,782.04,783.48,11.895,4.1,6834.0,0.1489,830,761.08,1470.0,26.56,706.71
PROD0116,Product 116,Sports,BrandD,954.645,1635.0,1602.82,1.917094489899796,3.421724211350596,9375.0,0.0704,674,647.78,838.0,66.09,1623.46
PROD0473,Product 473,Electronics,BrandB,2310.15,2861.62,2872.17,13.29,4.6,7664.0,0.0642,442,401.01,282.0,126.06,3146.11
PROD0923,Product 923,Toys,BrandB,725.2,1058.19,1068.37,11.895,4.4,8912.0,0.0836,945,1033.39,2575.0,30.7,995.63
PROD0057,Product 57,Toys,BrandC,685.12,1014.19,1057.35,11.27,5.0,4050.0,0.101,336,324.93,684.0,27.47,955.76
PROD0728,Product 728,Books,BrandD,393.84,518.88,540.44,3.14,1.118565397787505,5031.0,0.042,207,207.78,162.0,19.8,522.86
PROD0980,Product 980,Electronics,BrandE,2507.64,3106.31,3244.85,17.8,5.0,4799.0,0.0836,600,607.18,603.0,149.31,3232.26
PROD0369,Product 369,Books,BrandB,482.79,648.34,659.35,10.06,4.7,1633.0,0.0214,33,31.08,58.0,28.43,646.8
PROD0268,Product 268,Books,BrandA,487.15,704.79,681.76,12.15,4.3,9504.0,0.0507,411,430.23,759.0,25.17,678.52
PROD0046,Product 46,Electronics,BrandE,3168.47,4447.67,4576.29,13.29,4.1,5909.0,0.0455,295,290.97,219.0,144.72,4947.55
PROD0349,Product 349,Sports,BrandB,1476.25,1923.38,1958.74,0.63,3.1,651.0,0.1259,85,318.64,102.0,61.43,1851.25
PROD0195,Product 195,Sports,BrandD,954.645,1879.93,1964.04,8.43,4.2,700.0,0.1498,112,318.64,452.0,65.07,1736.22
PROD0102,Product 102,Electronics,BrandB,2773.73,3343.06,3257.52,20.77,4.3,1219.0,0.2450345064910314,136,147.39,250.0,163.14,3458.45
PROD0899,Product 899,Toys,BrandD,743.96,956.39,994.71,11.895,2.200071036905803,4996.0,0.1604,740,740.55,609.0,35.25,1034.73
PROD0745,Product 745,Home,BrandC,1630.51,2150.02,2218.35,14.2,4.1,9508.0,0.1232,970,0.0,825.0,83.28,2242.85
PROD0893,Product 893,Home,BrandB,1107.72,1404.46,1445.6,20.11,3.5,1428.0,0.3785563836027107,42,46.13,83.0,56.32,1320.66
PROD0263,Product 263,Electronics,BrandC,2853.45,3674.54,3612.89,7.34,1.8526100741233265,5074.5,0.064,408,382.89,417.0,149.5,3853.79
PROD0443,Product 443,Books,BrandA,399.79,492.95,487.51,6.03,3.8916851839596056,1015.0,0.065,55,51.69,129.0,16.01,442.2
PROD0792,Product 792,Fashion,BrandC,824.98,1078.42,1128.67,24.09,5.0,231.0,0.0693,16,16.78,15.0,34.01,1204.06
PROD0304,Product 304,Toys,BrandA,569.34,749.35,761.32,11.05,3.6,8155.0,0.3350316897524217,835,859.84,2071.0,24.5,682.79
PROD0341,Product 341,Fashion,BrandA,563.35,744.21,724.47,20.47,3.601472278332252,105.0,0.0601,5,4.74,4.0,23.3,804.89
PROD0936,Product 936,Fashion,BrandD,954.645,1268.02,1309.06,8.96,4.2,6004.0,0.0654,356,338.41,829.0,56.32,1139.45
PROD0313,Product 313,Electronics,BrandD,2564.59,3164.86,3297.01,19.45,1.9,3370.0,0.1341,467,462.73,649.0,48.095,2933.55
PROD0149,Product 149,Toys,BrandA,635.32,768.75,758.27,18.32,3.6,8006.0,0.1178,1119,1198.87,881.0,34.81,859.73
PROD0124,Product 124,Electronics,BrandC,2578.53,3594.03,3593.79,6.65,3.7,6551.0,0.1022,752,769.16,1706.0,123.38,3399.22
PROD0846,Product 846,Books,BrandE,349.72,455.3,475.15,12.934999999999999,4.0,8031.0,0.0571,508,550.62,862.0,14.69,465.26
